CTRL,Bauer et al (pg.),Schneider; Ur III,Rosengarten,LAK,REC,OBO,Labat,Borger (MesZL),unicode,OB Signs,Sign var. (?),OGSL,SIGN NAME,ED III Sumerian (Oracc),ED III Sumerian (Oracc)_att,Lagaš II Sumerian (Oracc),Lagaš II Sumerian (Oracc)_att,Ur III,OB Sumerian,Basic Meaning,Other,Akkadian word equivalent,Uruk,Pre-Sargonic,Ebla,Ebla Meaning,OAkk,OB,OA,OA Meaning,Amarna,MA (Oracc),MA (Oracc)_att,MB (Oracc),MB (Oracc)_att,Nuzi,NA,NA (Oracc),NA (Oracc)_att,NB (Oracc),NB (Oracc)_att,LB (Oracc),LB (Oracc)_att
,,414,,,195,312,15,24,12157,𒅗, 𒅗,KA,KA,dug₄; gu₃; ka; kir₄; kiri₃; zu₂; zuh; KA,KA (20); gu₃ (16); ka (8); zu₂ (5); dug₄ (2); zuh (2); kiri₃ (1); kir₄ (1),dug₄; ga₁₄; gu₃; inim; ka; zu₂; KA,ka (271); gu₃ (183); dug₄ (24); inim (15); zu₂ (9); KA (3); ga₁₄ (2),,agu2; du11; enim; giri17; gu3; ka; ugu6; zu2; zuh; eme-; gu7- (“gu3”); na6-; naĝ-; numdum-; sum4-; še26-; šudu3-; (dug4); (kak2); (su11k); (emmen2-); (ma5-); (mu7-); [inim]; [kiri3/kiri4]; [še28],mouth; (dug4): to say; to do (aux. verb hamṭu form); (inim): word; speech; (kiri4): nose; (zu2): tooth,,,,,,,,, ka (very rare; e.g. NIG2-ka-si2; ka3 preferred); qa3 (rare; qa2 preferred),,,ka; KA,ka (88); KA (1),ga₁₄; ka; qa₃; KA,ka (1627); qa₃ (16); KA (7); ga₁₄ (5),,,iš₅; ka; pi₄; qa₃; zu₂; KA,ka (5954); KA (264); qa₃ (7); iš₅ (1); pi₄ (1); zu₂ (1),ka; KA,ka (2365); KA (327),ka; KA,ka (312); KA (57)
,,,,,,317,25.2,47,1215D,𒅝, 𒅝,|KA×BALAG|,KA×BALAĜ,,,,,,še26 [šed15; šeg11],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,318,25,44,12162,𒅢, 𒅢,|KA×GA|,KA×GA,,,,,,sub,,,,,,,,,,,,,,,,,,sub,sub,sub (1),,,sub,sub (1)
,,418; 428; usw.,,,202ter,321,19,33,12164,𒅤(𒊭), 𒅤,|KA×GAN₂@t|,KA×KAR2(.ŠA) (KÁR=GÁNtenu),bu₃; pu₃,bu₃ (10); pu₃ (1),pu₃,pu₃ (1),,(kana6 k); (subx k); puzur4 [bu3]; [puzur5],,,puzrum,,,,,,, Puzur4 - puzrum,secret,,,,,,,,,,,,,
,,,,,,313,22,35,1217A,𒅺, 𒅺,|KA×NE|,KA×NE,,,,,,urgu2 [murgu3],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,324,25.1,45,1217F,𒅿, 𒅿,|KA×SAR|,KA×SAR,|KA×SAR|; ma₈,|KA×SAR| (1); ma₈ (1),,,,ma8,,,,,,,,,,,,,,,,,,ma8,,,,,,
,,,,,,323,27,50,12181,𒆁, 𒆁,|KA×ŠE|,KA×ŠE,,,,,,tukur2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,327,33,62,12161,𒅡, 𒅡,|KA×EŠ₂|,KA×ŠE3,|KA×EŠ₂|,|KA×EŠ₂| (1),,,,ma5,,,,,,,,,,,,,,,,,,ma5,,,,,,
,,,,,,319,24,42,12182,𒆂, 𒆂,|KA×ŠID|,KA×ŠID,,,,,,še25 [šed14; šeg10],,,,,,,,,,,,,,,,,,dilib2,,,,,,
,,,,,,175,133,222,,𒆍, 𒆍,KA₂,KA2,ka₂,ka₂ (1),ka₂,ka₂ (4),,akan2; ka2/kan4; Kankan,gate,,,,,,,,,,door; gate,,,,KA₂,KA₂ (8),,,ka₂; KA₂,KA₂ (234); ka₂ (15),KA₂,KA₂ (32),KA₂,KA₂ (83)
,,,,,,226,88,148,1218F,𒆏, 𒄸,KAB,KAB,gab₂; kab,kab (6); gab₂ (2),,,,gab2 k; gabu2; kab; [gub(u)3],(gub3): left side,,,,,,,,,,,,gap₂; kab; kap,kap (4); kab (1); gap₂ (1),gab₂; gap₂; kab; kap; qab₂,gab₂ (194); kab (15); qab₂ (10); kap (9); gap₂ (2),,kab; kap; qáb; qab2; qáp; qap2; gáb; gab2; gáp; gap2,gap₂; kab; kap; qap₂; KAB,kab (175); kap (127); KAB (58); qap₂ (3); gap₂ (1),kab; kap; qap₂; KAB,kap (37); kab (32); KAB (8); qap₂ (1),kap,kap (15)
,,,,,,,,108,12190,,,KAD₂,KAD2,,,,,,,,,,,,,,,,,,,,,,,,kád; kad2; kát; kat2; gát; gat2,kat₂; qat₆,kat₂ (6); qat₆ (3),kat₂; KAD₂,kat₂ (2); KAD₂ (1),kad₂; kat₂; KAD₂,KAD₂ (12); kat₂ (5); kad₂ (1)
,,,,,,,,109,12191,,,KAD₃,KAD3,,,,,,,,,,,,,,,,,,,,,,,,kàd; kad2; kàt; kat2; gàt; gat2,kad₃; kat₃,kat₃ (109); kad₃ (17),kad₃; kat₃,kat₃ (8); kad₃ (2),,
,,,,,,227.1,354.2,568,,𒆒, 𒆒,KAD₄,KAD4,kad₄; KAD₄,kad₄ (19); KAD₄ (14),,,,kad4; peš5,,,,,,,,,,,,,,,,,,,kat₄,kat₄ (1),,,,
,,,,,,227.2,354.2,569,,𒆓, 𒆓,KAD₅,KAD5,kad₅,kad₅ (1),,,,kad5; kam3; peš6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,176,322,496,,𒆗, 𒆗,KAL,KAL,kal; lamma; rib; KAL,KAL (12); lamma (10); kal (6); rib (1),esi; kal; kalag; lamma; KAL,kalag (49); esi (14); lamma (5); kal (1); KAL (1),,alad2; esi; gurus; kal; kala; lamma; rib; sun7; (kalag); (lammar),precious; (guruš): man; male worker; (kalag): strong (d lamma): tutelary genius,,,,,,,,, dan (rare),,,dan; kal; lap; reb; rib,dan (6); lap (4); kal (3); reb (2); rib (1),dan; gal₉; kal; lab; lap; lib₂; rib; tan,kal (44); dan (37); tan (5); lap (2); gal₉ (2); lab (2); rib (2); lib₂ (1),,,dan; kal; lab; lamma; lap; lib₂; lip₂; qal₄; reb; rib; rip; tan; KAL,dan (1106); kal (776); tan (135); rip (132); reb (121); lap (104); rib (97); lab (74); KAL (18); lib₂ (16); lip₂ (4); lamma (1); qal₄ (1),dan; kal; lab; lap; lip₂; reb; rib; rip; tan; KAL,lab (209); dan (182); kal (87); rib (58); tan (53); lap (13); reb (11); lip₂ (2); KAL (1); rip (1),dan; kal; lib₂; reb; rib; tan; KAL,tan (415); reb (168); kal (119); dan (79); KAL (72); rib (15); lib₂ (2)
,,,,,,279,406,640,,𒄰,,|HI×BAD|,KAM (HI×BAD),,,kam,kam (17),,kam; tu7; utul2,,,,,,,,,, kam; gam2; qam2,,,,,kam; qam₂,kam (12); qam₂ (1),,,kam,kam (138),kam,kam (17),kam,kam (1)
,,,,,,290,376.1,590,,𒋼𒀀, 𒋼𒀀,|TE.A|,KAR (TE.A),|TE.A|; kar,kar (15); |TE.A| (2),kar,kar (2),,kar,n.; quay; v.; to take away; to steal,,,,,,,,,,,,kar,kar (35),kar; qar₂,kar (34); qar₂ (6),,,kar; kara; qar₂,kar (425); kara (1); qar₂ (1),kar,kar (63),kar; qar₂,kar (22); qar₂ (2)
,,,,,,246,105.2,175,,𒃸, 𒃸,GAN₂@t,KAR2 (GAN2-t.),kar₂; GAN₂@t,GAN₂@t (27); kar₂ (11),kar₂,kar₂ (2),,guru6; kar2; kara2,to be bright (day; light),,,,,,,,,,,,,,,,,,kar₂,kar₂ (5),,,,
,,,,,,71,211.2,384,,𒍒, 𒍒,|UŠ×A|,KAŠ3 (UŠ×A),,,,,,kaš3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66,202,352,,𒁽, 𒁽,DU@s,KAŠ4 (DU-š.),gir₅; kas₄; kaš₄; DU@s,kas₄ (11); DU@s (6); gir₅ (5); kaš₄ (2),kaš₄,kaš₄ (1),,barim/parim k; gir5; im2; kas4/kaš4,(im2): to run,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,271,166,302,,𒆜, 𒆜,KASKAL,KASKAL,eš₈; kaskal; raš; KASKAL,kaskal (12); raš (6); eš₈ (5); KASKAL (3),eš₈; KASKAL,KASKAL (1); eš₈ (1),,irsaĝ k; kaskal; (bu2 k); [ir7],road; caravan,,,,,,,,,,,,KASKAL,KASKAL (2),bu₂; KASKAL,KASKAL (17); bu₂ (1),,,buš; iš₂; kas; kaš₂; ras; raš; KASKAL,kas (528); KASKAL (284); raš (31); ras (11); buš (11); kaš₂ (2); iš₂ (1),kas; ras; raš; KASKAL,raš (38); KASKAL (29); kas (5); ras (2),iš₂; kas; raš; KASKAL,raš (8); KASKAL (2); kas (2); iš₂ (1)
,,,,,,272,166.55,307,,𒆝, 𒆝,KASKAL,KASKAL.”TUL2/TUL2”,eš₈; kaskal; raš; KASKAL,kaskal (12); raš (6); eš₈ (5); KASKAL (3),eš₈; KASKAL,KASKAL (1); eš₈ (1),,šubtum,,,,,,,,,,,,,KASKAL,KASKAL (2),bu₂; KASKAL,KASKAL (17); bu₂ (1),,,buš; iš₂; kas; kaš₂; ras; raš; KASKAL,kas (528); KASKAL (284); raš (31); ras (11); buš (11); kaš₂ (2); iš₂ (1),kas; ras; raš; KASKAL,raš (38); KASKAL (29); kas (5); ras (2),iš₂; kas; raš; KASKAL,raš (8); KASKAL (2); kas (2); iš₂ (1)
,,,,,,,,34,1215A,,,|KA×(AD.KU₃)|,KAxAD-KÙ,,,,,,nigru,,,,,,,,,,,,,,,,,,nigru,,,,,,
,,,,,,,,53,12160,,,,KAxÉRIN,,,,,,,,,,,,,,,,,,,,,,,,me3; MÈ (var.),,,,,,
,,,,,,,,58,,,,,KAxEŠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,63,1216C,,,|KA×GUR₇|,KAxGUR7,,,,,,,,,,,,,,,,,,,,,,,,kugur,,,,,,
,,,,,,,,59,1216D,,,,KAxIGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,60,12170,,,,KAxKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,1216A,,,|KA×GIŠ%GIŠ|,KAxKIB (KIB = GIŠ/GIŠ),,,,,,,,,,,,,,,,,,,,,,,,gasa,,,,,,
,,,,,,,,57,12178,,,,KAxMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,52,1217C,,,|KA×PI|,KAxPI,,,,,,,,,,,,,,,,,,,,,,,,uš14,,,,,,
,,,,,,,,28,1217D,,,|KA×RU|,KAxRU,,,,,,(milibx),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,48,12180,,,|KA×LI|,KAxŠA,,,,,,,,,,,,,,,,,,,,,,,,mu13,,,,,,
,,,,,,,,56,12187,,,,KAxU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,12188,,,|KA×U₂|,KAxÚ,,,uzug₅,uzug₅ (1),,,,,,,,,,,,,,,,,,,,meli(x),,,,,,
,,,,,,,,51,12189,,,|KA×UD|,KAxUD,|KA×UD|,|KA×UD| (1),si₁₉,si₁₉ (1),,,,,,,,,,,,,,,,,|KA×UD|,|KA×UD| (19),,immin,|KA×UD|,|KA×UD| (1),,,,
,,,,,,,,39,1218B,,,|KA×UŠ|,KAxUŠ,,,,,,,,,,,,,,,,,,,,,,,,duri(x),,,,,,
,,,,,,423,546.6,871,,𒋙𒀭𒄲,𒋙𒀭𒄯,|ŠU₂.AN.HI×GAD|,KEŠ3 (ŠU2.AN.HAR),keš₃,keš₃ (4),,,,keš3 [keši3],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,152.3,152,271.2,,𒆟, 𒂡,KEŠ₂,KEŠDA,keš₂; kešda; kirid; KEŠ₂,KEŠ₂ (4); keš₂ (3); kešda (2); kirid (1),keš₂; keše₂,keše₂ (4); keš₂ (1),,gir(i)11 k; her; keše2 (keš2); [hir]; [kešda],to tie; to join; to harness,,,,,,,,,,,,,,her,her (1),,,her; hir; KEŠ₂,hir (79); KEŠ₂ (49); her (11),her; hir; KEŠ₂,KEŠ₂ (16); hir (10); her (1),hir,hir (283)
,,,,,,432,461,737,,𒆠, 𒆠,KI,KI,ki; KI,ki (212); KI (16),ki; KI,ki (149); KI (1),,ke; ki,place,,,,,,,,, ki; ke; qi2; qe2; gi5 (uncommon; gi preferred); KI - išti ‘with’,,,ki; qe₂; qi₂; KI,ki (52); qi₂ (3); KI (3); qe₂ (2),gi₅; ke; ki; qe₂; qi₂; KI,ki (1090); qi₂ (318); qe₂ (86); KI (32); gi₅ (28); ke (18),,,ke; ki; qe₂; qi₂; KI,ki (3983); qi₂ (727); KI (502); ke (228); qe₂ (188),ke; ki; qe₂; qi₂; KI,ki (1522); KI (290); qi₂ (205); qe₂ (31); ke (27),ke; ki; qe₂; qi₂; KI,ki (1234); KI (758); qe₂ (236); qi₂ (57); ke (17)
,,,,,,274,228,378,,𒄒, 𒄒,|GIŠ%GIŠ|,KIB,,,,,,hul3; lirum3; šennur; ul3,(clay) nail,,,,,,,,, tur4; ṭur4; durx (in Durhumit),,,,,gip₂; kib; kip; qip; ul₃,kip (14); kib (6); qip (1); gip₂ (1); ul₃ (1),,,kib; kip; qip,kib (85); kip (68); qip (21),gip₂; kib; kip; qeb; qep; qip,kib (21); kip (9); gip₂ (4); qip (2); qeb (1); qep (1),qip,qip (18)
,,,,,,163,313,484,,𒆤, 𒆤,KID,KID (LIL2),ke₄; kid; lil₂; KID,KID (23); kid (13); lil₂ (9); ke₄ (1),ke₄; lil₂,ke₄ (217); lil₂ (66),,ge2; ke4; lil2; šutil6?; [gi2; kid],reed mat,,,,,,,,, LIL2 (only in PNs with EN.LIL2),,,suh₄,suh₄ (1),lil₂; sih₂; KID,lil₂ (10); sih₂ (1); KID (1),,,git; ke₄; ket; kid; kit; kiṭ; lil₂; qi₅; qid; qit; sah; sih₂; suh₄; šah₃; KID,kit (195); qit (106); sah (85); qid (63); ket (55); lil₂ (11); sih₂ (8); kid (7); kiṭ (4); KID (3); ke₄ (3); qi₅ (2); suh₄ (2); git (1); šah₃ (1),git; ket; kid; kit; lil₂; qid; qit; sah,qid (53); kit (51); qit (44); sah (11); kid (5); ket (3); lil₂ (1); git (1),ke₄; kid; kit; lil₂; qid; sah,lil₂ (12); sah (6); ke₄ (2); qid (1); kit (1); kid (1)
,,,,,,58,63.4,106,122FA,𒋺,𒉫,TAK₄,KID2,tak₄; taka₄; TAK₄,TAK₄ (16); tak₄ (3); taka₄ (1),da₁₃; taka₄,da₁₃ (2); taka₄ (1),,da13; kid2; taka4 [tag4; tak4],(tak4): to tremble,to break off; pinch off; to set aside; leave behind; to save; to keep back; hold back,ezēbu; uhhuru; šêtu,,,,,,,,,,,,gid₆,gid₆ (2),,,kit₂; tat; TAK₄,TAK₄ (1); kit₂ (1); tat (1),dat; kit₂,dat (1); kit₂ (1),dad; dat; kit₂; tad; tat,tat (288); tad (36); dat (22); dad (1); kit₂ (1)
,,,,,,447,538,815,,𒆥, 𒆥,KIN,KIN,kiŋ₂; kin,kiŋ₂ (5); kin (5),kiŋ₂,kiŋ₂ (4),,gur10; kiĝ2; kin; saga11/siga18; [sag11; sig18],n.; work; v.; to seek,,,,,,,,,,,,qi,qi (10),kin; qe; qi; qin; KIN,qi (14); KIN (14); qe (3); kin (1); qin (1),,,ken; kin; qe; qi; qin; KIN,qi (964); KIN (176); kin (164); qin (80); qe (41); ken (21),kin; qe; qi; qin; KIN,KIN (205); kin (127); qi (50); qin (20); qe (1),kin; qe; qi; KIN,kin (47); KIN (45); qi (2); qe (1)
,,,,,,336,91,163,,𒃱, 𒃱,|GAD&GAD.GAR&GAR|,KINDA,|GAD&GAD.GAR&GAR|; kinda,kinda (6); |GAD&GAD.GAR&GAR| (1),,,,kinda,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,354,423,674,,𒀘,𒄌,|AB₂×GAN₂@t|,KIR6 (AB2×KAR2),,,,,,sem5; ub7; [šem5],(šem3): tambourine; (kuš ub7): drum,,,,,,,,,,,,,,,,,,,,,,,
,,,,248,,291.1,425,678,,𒆧,𒆧,KIŠ,KIŠ,kiš; KIŠ,kiš (13); KIŠ (11),KIŠ,KIŠ (4),,keš(e)/kiš(e); alim- k; anše- k; giri16- k; huš- k; šagan2- k; [giri3 k]; [huš2 k],,,,,,,,,,,,,kiš,kiš (2),kiš,kiš (22),,,kis; kiš; kiṣ; qis; qiš; KIŠ,kiš (361); qiš (54); kis (46); KIŠ (23); qis (2); kiṣ (1),kis; kiš; kiṣ; qiš; KIŠ,kiš (42); kis (16); KIŠ (8); qiš (4); kiṣ (1),qiš,qiš (8)
,,,,,,161,249,435,,𒆦,𒆦,KISAL,KISAL (PAR4),kisal; par₄; KISAL,kisal (10); KISAL (3); par₄ (1),kisal,kisal (6),,ĝepar k; kisal; par4,courtyard,,,,,,,,,,,,,,,,,,KISAL,KISAL (38),,,,
,,,,,,440,466,743,,,,SAG@n,KIŠI4 (SAĜ-nutillû),,,,,,kiše4/keše4; [kiši4],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,172,281.1,440,,𒁞, 𒁞,|DAG.KISIM₅×(U₂.GIR₂)|,KIŠI9 (DAG.KISIM5×”IGI/X”),,,,,,kiši8,ants,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,170,290,453,,𒁬, 𒁬,|DAG.KISIM₅×(U₂.GIR₂)|,KIŠI9 (DAG.KISIM5×”U2.ĜIR2”),,,,,,(haruba) [harub],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,415,536,808,,𒂉, 𒂉,KU,KU,dab₅; ku; suh₅; tukul; tuš; KU,KU (13); ku (7); tukul (5); tuš (3); suh₅ (1); dab₅ (1),dab₅; gu₅; suh₅; tukul; tuš; ugu₄; KU,tukul (7); tuš (4); dab₅ (3); ugu₄ (2); KU (2); gu₅ (2); suh₅ (1),,be5; bu7; dab5; dur2; gu5 k; ku; nu10; suh5; ši5; tukul; tuš; ugu4; dib-; (durum); (še3-); (tu9-); [bi7; bid3]; [dib2]; [še10],(dur2): buttocks; (tuš): to sit; to dwell (sg.); (giš+H449 tukul): mace; weapon,,,,,,,,, ku; qu2; gu5,,,ku; qu₂; tuš; KU,ku (34); qu₂ (2); KU (1); tuš (1),gu₅; ku; qu₂; KU,ku (1142); qu₂ (292); gu₅ (9); KU (8),,,ku; qu₂; tukul; tuš; ṭuš; KU,ku (5077); tuš (83); qu₂ (62); KU (20); tukul (11); ṭuš (2),ku; qu₂; tukul; tuš; KU,ku (1365); qu₂ (6); tuš (5); tukul (3); KU (1),ku; qu₂; KU,ku (898); qu₂ (4); KU (4)
,,,,,,375,58,87,121AD,𒆭,𒆭,KU₄,KU4,ku₄,ku₄ (2),,,,ku4 [kur9],to enter,,,,,,,,,,,,,,,,,ku4,KU₄,KU₄ (56),,,KU₄,KU₄ (176)
,,,,,,70,110,171,,𒆯, 𒆯,KU₇,KU7,ku₇; kurušda; KU₇,KU₇ (19); kurušda (12); ku₇ (6),,,,gurušta; ku7; [gurušda/kurušda],sweet,,,,,,,,,,,,,,,,,,KU₇,KU₇ (4),,,,
,,,,,,428,468,745,,𒆬, 𒆬,KU₃,KUG,kug; KU₃,kug (54); KU₃ (8),kug,kug (71),,ku3; [kug],n.; noble metal; adj.; holy; pure,,,,,,,,, KU3 (in KU3. BABBAR - kaspum ‘silver’; KU3.GI/KI - hurāṣum ‘gold’),,,KU₃,KU₃ (1),KU₃,KU₃ (2),,,ku₃; KU₃,KU₃ (42); ku₃ (4),KU₃,KU₃ (1),KU₃,KU₃ (4)
,,,,,,138,191,339,,𒄣, 𒄣,GUM,KUM,gaz₂; gum; naŋa₄; GUM,gaz₂ (2); gum (1); naŋa₄ (1); GUM (1),,,,gum,,,,,,,,,kum, kum; qum,,,qu,qu (3),gu₈; kum; qu; qum,qu (167); kum (14); qum (2); gu₈ (2),,kum; qum; qu,kum; qu; qum,qu (1463); qum (10); kum (9),qu,qu (319),gum; qu,qu (365); gum (2)
,,108; 109; 110,,26,,32,77,131,121B2,𒆲, 𒆲,KUN,KUN,kun,kun (23),kun,kun (1),,kuĝ2; (kun k),tail,tail; ‘canal outlet’,zibbatu,,,,,,,,,,,,,,,,kun; KUN,kun (281); KUN (43),kun; KUN,kun (61); KUN (2),kun,kun (13)
,,,,,,424,547,872,,𒋙𒀯,𒋙𒀯,|ŠU₂.3×AN|,KUNGA (ŠU2.MUL),,,,,,(lu2šuhub2) [suhub/šuhub],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,123,12047+1202D,,,|ŠU₂.AN|,KUNGA2 (BAR-AN),en₂,en₂ (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,369,366,578,,𒆳, ,KUR,KUR,gin₃; kur; KUR,kur (29); gin₃ (19); KUR (11),gin₃; kur,kur (70); gin₃ (4),,gin3; kur,mountain country; foreign land; netherworld,,,,,,,,, kur; qur2; KUR - mātum,land,,mat; nat; šat; KUR,KUR (3); šat (2); nat (2); mat (1),gin₃; kur; lat; mat; šat; KUR,KUR (497); kur (24); lat (13); mat (3); šat (2); gin₃ (1),,,gin₃; kin₃; kur; lad; lat; laṭ; mad; mat; maṭ; nat; qur₂; sad; sat; šad; šat; šaṭ; KUR,KUR (2775); mat (265); lat (254); šat (166); kur (142); šad (138); nat (79); mad (55); laṭ (45); sat (43); šaṭ (25); kin₃ (18); sad (10); lad (7); gin₃ (7); maṭ (4); qur₂ (2),gin₃; kur; lat; laṭ; mad; mat; maṭ; nat; qur₂; sad; sat; šad; šat; šaṭ; KUR,KUR (769); mat (124); šat (98); šaṭ (75); šad (62); lat (27); laṭ (25); kur (11); nat (10); mad (9); sat (9); sad (3); qur₂ (2); gin₃ (2); maṭ (1),gin₃; kur; lat; laṭ; mat; nad; šad; šat; šaṭ; KUR,kur (156); lat (103); šaṭ (72); laṭ (65); mat (25); KUR (18); gin₃ (13); šad (7); šat (7); nad (2)
,,,,,,347,448,710,,𒌋𒊊,𒌋𒄊,|U.PIRIG|,KUŠU,,,,,,kušu k; [kuš5],,,,,,,,,,,,,,,,,,,,,,,,
,,,,304,,457,562,896,,𒆵,𒆵 ,KUŠU₂,KUŠU2,KUŠU₂,KUŠU₂ (4),,,,kušu2; uh3,(crab?),,,,,,,,, uh3,,,,,uh₃,uh₃ (1),,,,,,,,
,,,,,,177,55,89,121B7,𒆷, 𒆷,LA,LA,la; LA,la (23); LA (8),la,la (92),,la; šika,(la-la): joy,,,,,,,,la,la (rare; la2 preferred),,,la; LA,la (82); LA (3),la,la (1535),,la,la; LA,la (7671); LA (10),la,la (1381),la; LA,la (1464); LA (2)
,,,,,,402,483,755,121B8,𒆸, 𒆸,LAGAB,LAGAB,gur₄; hab; lagab; niŋin₂; rin; LAGAB,LAGAB (17); rin (7); niŋin₂ (6); gur₄ (2); lagab (1); hab (1),gur₄; lagab,lagab (4); gur₄ (1),,ella2/ellaĝ k; gerin k; gur4; kilib; kir3; kur4; lagab; lugud2; ni10; niĝen2; rin; (rim k); (hab2 -); [girin]; [niĝin2],(gur4): to feel important,,,,,,,,,,,,hab; hap,hap (3); hab (1),kil; lagab,lagab (1); kil (1),,,gil₂; hab; hap; kel; kil; kir₃; kur₄; qel; qil; rem; reme; ri₃; rim; rin; LAGAB,kil (203); rim (67); gil₂ (63); hab (59); hap (21); rin (18); ri₃ (18); kel (10); qil (6); rem (4); kir₃ (3); LAGAB (3); qel (2); reme (2); kur₄ (1),gil₂; hab; hap; kil; kir₃; qil; qir₃; rem; ri₃; rim; rin,hab (43); kil (31); rim (29); gil₂ (9); qil (5); hap (5); ri₃ (2); kir₃ (2); rem (2); rin (1); qir₃ (1),hab; reme,reme (4); hab (3)
,,,,,,412,512,787,,𒇦, 𒇦,,LAGAB×U.A,,,,,,umuh [umah],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,308,458,719,,𒇬,𒇬,LAGAR,LAGAR,lagar; LAGAR,LAGAR (20); lagar (5),,,,nagal/lagal k,,,,,,,,,,,,,,,,,,,,,,,,
,,706,370,,,197,206.1,350,,𒁻, 𒁻,|DU&DU|,LAH4 (DU/DU),lah₄,lah₄ (9),,,,er14?; lah4; re7; su8 (sug2),(re7): to go (pl.),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,372,394.2,616,,𒉴,𒉴,|NUNUZ.AB₂×LA|,LAHTAN (NUNUZ.AB2×LA),,,,,,lahtan,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,391,481,750,,𒇲, 𒇲,LAL,LAL,la₂; lal; LAL,la₂ (131); LAL (4); lal (1),la₂,la₂ (73),,la2 k; lal; suru5/zuru5 k,to extend; to spread; to carry; to hang down; to tie; to bind (a reed pillar),,,,,,,,, la2; LAL,minus,,,,la₂; lal; LAL,LAL (3); la₂ (2); lal (1),,,la₂; lal; LAL,lal (103); LAL (54); la₂ (25),la₂; lal; LAL,LAL (160); la₂ (24); lal (14),lal; LAL,lal (9); LAL (3)
,,,,,,468,482.2,751,,𒇳𒆸, 𒇳𒆸,,LAL2×LAGAB,,,,,,(niĝen5) [niĝin5],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,124,109,170,,𒋭, 𒋭,|TA×HI|,LAL3,lal₃,lal₃ (6),lal₃,lal₃ (2),,alamuš; lal3,date syrup; honey,,,,,,,,, LAL3 - dišpum (extremely rare),honey,,,,,,,,lal₃,lal₃ (4),,,,
,,,,,,244,435,693,,𒇴, 𒇴,LAM,LAM,lam; LAM,lam (16); LAM (7),lam; lama,lam (10); lama (1),,lam; eš22- k,,,,,,,,,, lam,,,,,lam,lam (19),,,la₁₂; lam; LAM,lam (310); la₁₂ (1); LAM (1),lam,lam (87),lam; LAM,lam (31); LAM (1)
,,,,,,381,59,85,121F7,𒇷,𒇷,LI,LI (ŠE.ŠA),le; li; LI,li (38); LI (3); le (1),en₃; li,en₃ (5); li (2),,en3; gub2; le; li,juniper,,,,,,,,, li; le,,,le; li,li (29); le (2),le; li,li (1256); le (110),,li,le; li; LI,li (3838); le (777); LI (51),le; li; LI,li (1044); le (219); LI (1),le; li; LI,li (150); le (28); LI (13)
,,,,,,239.1,455.2,732,,𒅆𒂠,𒅆𒉇,|IGI.EŠ₂|,LIBIR,,,libir,libir (2),,libir,old,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,353,424,677,,𒀚,𒀚,|AB₂×ŠA₃|,LIBIŠ (AB2.ŠA3),,,ub₃,ub₃ (1),,libiš [lipiš],heart; courage,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,91,336,544,,𒇸, 𒇸,LIL,LIL,lil,lil (3),,,,lil (galam+k),,,,,,,,,,,,,,,lil,lil (3),,,lil; LIL,lil (252); LIL (1),lil,lil (190),lil,lil (9)
,,,,,,472,597.9,860,,𒐼,𒐂 ; 𒐼,LIMMU,LIMMU,,,,,,limmu,,,,,,,,,, LIMMU,4,,,,,,,,LIMMU,LIMMU (10),,,,
,,,,,,110,124.42,215,,𒇹, 𒇹,LIMMU₂,LIMMU2,limmu₂,limmu₂ (1),,,,limmu2,,,,,,,,,, LIMMU2,4 (talents),,,,,,,,arba; arrap; erbe; LIMMU₂,arba (240); arrap (66); erbe (7); LIMMU₂ (1),arba; erbe,arba (18); erbe (2),,
